ID|DateObs|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
1|2019-05-10|3C273-20190510@131901-R_Astrodon_2018.fts|3C273|12 29 06.70|+02 03 09.0|187.27791666666664|2.0524999999999998|974.3184194345563|1098.0759917215898|R_Astrodon_2018|2458614.0549074076|180.0|21.2291041884|2.41692276001|68.5399|1.07527574721
2|2019-05-10|3C273-20190510@132218-R_Astrodon_2018.fts|3C273|12 29 06.70|+02 03 09.0|187.27791666666664|2.0524999999999998|976.4155663680156|1095.6667616484688|R_Astrodon_2018|2458614.057164352|180.0|21.2196883215|2.22038162351|68.4749|1.07589550208
3|2019-05-10|3C273-20190510@172221-R_Astrodon_2018.fts|3C273|12 29 06.70|+02 03 09.0|187.27791666666664|2.0524999999999998|993.7214073426462|1031.5751914748664|R_Astrodon_2018|2458614.223923611|180.0|20.9646902787|2.40490269661|26.0099|2.31254561663
4|2019-05-10|3C273-20190510@172541-R_Astrodon_2018.fts|3C273|12 29 06.70|+02 03 09.0|187.27791666666664|2.0524999999999998|994.8626230775242|1032.8823347884638|R_Astrodon_2018|2458614.2261689813|180.0|20.9448552592|2.63029062748|25.2766|2.37657114554
5|2019-05-10|3C279-20190510@132815-R_Astrodon_2018.fts|3C279|12 56 11.10|-05 47 22.0|194.04624999999996|-5.789444444444444|1021.0186076083337|1025.833470668308|R_Astrodon_2018|2458614.0613194443|180.0|21.3072815704|2.980316782|60.5922|1.14813706364
6|2019-05-10|3C279-20190510@133132-R_Astrodon_2018.fts|3C279|12 56 11.10|-05 47 22.0|194.04624999999996|-5.789444444444444|1019.7331743397217|1029.0847363478808|R_Astrodon_2018|2458614.0635648146|180.0|21.3508687703|2.51053893566|60.6614|1.14751005412
7|2019-05-10|3C279-20190510@172939-R_Astrodon_2018.fts|3C279|12 56 11.10|-05 47 22.0|194.04624999999996|-5.789444444444444|1015.3777317203109|1014.362113615512|R_Astrodon_2018|2458614.2289583334|180.0|21.0613135817|2.73687828779|26.7717|2.24954590681
8|2019-05-10|3C279-20190510@173255-R_Astrodon_2018.fts|3C279|12 56 11.10|-05 47 22.0|194.04624999999996|-5.789444444444444|1016.8482479066613|1015.4578136300274|R_Astrodon_2018|2458614.2312037037|180.0|21.039088246|2.55647082329|26.0721|2.30677156265
9|2019-05-10|3C345-20190510@135654-R_Astrodon_2018.fts|3C345|16 42 58.80|+39 48 37.0|250.74499999999995|39.81027777777778|1024.527924625618|1042.8796272243362|R_Astrodon_2018|2458614.0811805557|180.0|20.8938405452|2.32336344719|43.1017|1.44895765877
10|2019-05-10|3C345-20190510@140008-R_Astrodon_2018.fts|3C345|16 42 58.80|+39 48 37.0|250.74499999999995|39.81027777777778|1023.4039306548872|1041.3729365064437|R_Astrodon_2018|2458614.0834375|180.0|20.8924608194|2.28228054047|43.7258|1.4326281572
