ID|DateObs|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
1|2019-04-02|3C273-20190402@184136-R_Astrodon_2018.fts|3C273|12 29 06.70|+02 03 09.0|187.27791666666664|2.0524999999999998|980.8277670831627|1054.3666726967822|R_Astrodon_2018|2458576.278958333|180.0|20.7650796878|2.54665549994|41.6237|1.51835872966
2|2019-04-02|3C273-20190402@184456-R_Astrodon_2018.fts|3C273|12 29 06.70|+02 03 09.0|187.27791666666664|2.0524999999999998|981.6171692458008|1056.9308332657918|R_Astrodon_2018|2458576.281215278|180.0|20.738226662|2.52192531824|40.918|1.54030603404
3|2019-04-02|3C279-20190402@184854-R_Astrodon_2018.fts|3C279|12 56 11.10|-05 47 22.0|194.04624999999996|-5.789444444444444|1009.7237871008667|1026.994745729039|R_Astrodon_2018|2458576.2839930556|180.0|20.8510559366|2.52904766798|41.3017|1.52729091325
4|2019-04-02|3C345-20190402@174716-R_Astrodon_2018.fts|3C345|16 42 58.80|+39 48 37.0|250.74499999999995|39.81027777777778|1018.4014461205363|1030.6734966375448|R_Astrodon_2018|2458576.2411689814|180.0|20.6373247786|2.15333978534|58.2982|1.1692212272
5|2019-04-02|3C345-20190402@175030-R_Astrodon_2018.fts|3C345|16 42 58.80|+39 48 37.0|250.74499999999995|39.81027777777778|1018.0439188711518|1030.2111274540662|R_Astrodon_2018|2458576.2434143517|180.0|20.654056762|2.24768441916|58.8766|1.16213228635
6|2019-04-02|3C371-20190402@180150-R_Astrodon_2018.fts|3C371|18 06 50.70|+69 49 28.0|271.71124999999995|69.82444444444444|1008.8721986608692|1086.0198084620392|R_Astrodon_2018|2458576.2513078703|180.0|20.9356450147|2.78805594444|35.3783|1.71267515075
7|2019-04-02|4C29-45-20190402@182722-R_Astrodon_2018.fts|4C29-45|11 59 31.80|+29 14 44.0|179.88249999999996|29.245555555555555|1021.4188893419829|964.2560865350761|R_Astrodon_2018|2458576.269039352|180.0|21.1121686363|2.45564031601|46.323|1.3924515755
8|2019-04-02|4C29-45-20190402@183039-R_Astrodon_2018.fts|4C29-45|11 59 31.80|+29 14 44.0|179.88249999999996|29.245555555555555|1021.164547419047|967.006567011174|R_Astrodon_2018|2458576.2712962963|180.0|21.0420269773|2.64178786278|45.6143|1.40951142367
9|2019-04-02|4C38-41-20190402@173342-R_Astrodon_2018.fts|4C38-41|16 35 15.50|+38 08 04.0|248.81458333333327|38.13444444444444|1023.7034798349356|1031.8964582734236|R_Astrodon_2018|2458576.231736111|180.0|20.9019508644|2.43215297461|57.7677|1.17561912745
10|2019-04-02|4C38-41-20190402@173656-R_Astrodon_2018.fts|4C38-41|16 35 15.50|+38 08 04.0|248.81458333333327|38.13444444444444|1022.9377877441209|1030.9976096867626|R_Astrodon_2018|2458576.2339930558|180.0|20.9007991528|2.36988116503|58.3785|1.1679935359
11|2019-04-02|4C51-37-20190402@175429-R_Astrodon_2018.fts|4C51-37|17 40 37.00|+52 11 43.0|265.15416666666664|52.195277777777775|1021.9885645118932|1073.7012235086393|R_Astrodon_2018|2458576.246203704|180.0|21.1487337247|2.35549912453|45.4981|1.39126729998
12|2019-04-02|4C51-37-20190402@175746-R_Astrodon_2018.fts|4C51-37|17 40 37.00|+52 11 43.0|265.15416666666664|52.195277777777775|1021.27655563277|1072.7094421966483|R_Astrodon_2018|2458576.248460648|180.0|21.1674555875|2.49087350368|45.9577|1.38058919831
13|2019-04-02|DA406-20190402@172650-R_Astrodon_2018.fts|DA406|16 13 41.00|+34 12 48.0|243.42083333333326|34.21333333333334|977.3428936331171|1001.6974305855285|R_Astrodon_2018|2458576.227013889|180.0|21.0626333894|2.11481868625|61.7031|1.13019771893
14|2019-04-02|DA406-20190402@173008-R_Astrodon_2018.fts|DA406|16 13 41.00|+34 12 48.0|243.42083333333326|34.21333333333334|977.1307512743018|1001.2839536652031|R_Astrodon_2018|2458576.2292708335|180.0|21.0654054239|2.15109277964|62.3548|1.12352610352
15|2019-04-02|KS1510-08-20190402@171915-R_Astrodon_2018.fts|KS1510-08|15 12 50.50|-09 06 00.0|228.21041666666665|-9.1|1083.8289802111924|1026.5960304997766|R_Astrodon_2018|2458576.221736111|180.0|20.8407085826|2.58314356804|53.5462|1.2397015681
16|2019-04-02|KS1510-08-20190402@172233-R_Astrodon_2018.fts|KS1510-08|15 12 50.50|-09 06 00.0|228.21041666666665|-9.1|1081.792204241266|1028.0742417692497|R_Astrodon_2018|2458576.2240046295|180.0|20.8693466367|2.37942647934|53.8988|1.23431147167
17|2019-04-02|Mkn421-20190402@182006-R_Astrodon_2018.fts|Mkn421|11 04 27.30|+38 12 32.0|166.11374999999998|38.20888888888889|1010.1996393217679|883.5927686164351|R_Astrodon_2018|2458576.2639930556|180.0|20.8780063307|2.92168015242|36.877|1.68011286143
18|2019-04-02|Mkn421-20190402@182324-R_Astrodon_2018.fts|Mkn421|11 04 27.30|+38 12 32.0|166.11374999999998|38.20888888888889|1009.7545605613938|886.0668060096428|R_Astrodon_2018|2458576.26625|180.0|20.8630792312|2.81049284935|36.2375|1.70604765834
19|2019-04-02|Mkn501-20190402@174029-R_Astrodon_2018.fts|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.76027777777778|1025.4947918350824|1039.0523139082459|R_Astrodon_2018|2458576.236458333|180.0|21.0638206354|2.42429591417|55.1003|1.21185833805
