ID|DateObs|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
1|2019-07-08|3C345-20190708@190558-R_Astrodon_2018.fts|3C345|16 42 58.80|+39 48 37.0|250.74499999999995|39.81027777777778|937.291731208029|1330.1868918114646|R_Astrodon_2018|2458673.2958217594|180.0|19.9470693421|3.32070220709|19.8757|2.98195171771
2|2019-07-08|3C371-20190708@191720-R_Astrodon_2018.fts|3C371|18 06 50.70|+69 49 28.0|271.71124999999995|69.82444444444444|1008.5948704250648|1150.7689263584539|R_Astrodon_2018|2458673.303715278|180.0|20.9835828039|3.21132011414|30.5135|1.97882868559
3|2019-07-08|3C371-20190708@192034-R_Astrodon_2018.fts|3C371|18 06 50.70|+69 49 28.0|271.71124999999995|69.82444444444444|1008.1377057011443|1152.706716872986|R_Astrodon_2018|2458673.305960648|180.0|20.9078580366|2.96364251375|30.2433|1.99504396558
4|2019-07-08|3C454-3-20190708@195028-R_Astrodon_2018.fts|3C454-3|22 53 57.70|+16 08 54.0|343.49041666666665|16.148333333333333|1022.8731021328275|1024.14716455679|R_Astrodon_2018|2458673.3267939817|180.0|20.5261847127|2.5079552412|82.5441|1.00853874583
5|2019-07-08|3C454-3-20190708@195349-R_Astrodon_2018.fts|3C454-3|22 53 57.70|+16 08 54.0|343.49041666666665|16.148333333333333|1023.2812322081663|1022.751486601362|R_Astrodon_2018|2458673.329050926|180.0|20.5834167531|2.46652493477|82.3616|1.00908760629
6|2019-07-08|3C66A-20190708@201533-R_Astrodon_2018.fts|3C66A|02 22 39.60|+43 02 08.0|35.665|43.035555555555554|1088.8018343944298|1039.4723972601284|R_Astrodon_2018|2458673.344201389|180.0|21.2802625782|3.27503689528|48.6719|1.3240855398
7|2019-07-08|3C66A-20190708@201854-R_Astrodon_2018.fts|3C66A|02 22 39.60|+43 02 08.0|35.665|43.035555555555554|1086.9790168532572|1037.941645561655|R_Astrodon_2018|2458673.3464699076|180.0|21.3054233865|2.84566261768|49.2526|1.31260086274
8|2019-07-08|4C51-37-20190708@191022-R_Astrodon_2018.fts|4C51-37|17 40 37.00|+52 11 43.0|265.15416666666664|52.195277777777775|977.440003465509|1209.0835768428817|R_Astrodon_2018|2458673.2988773147|180.0|21.0727578723|3.03800802231|30.6058|1.98123271315
9|2019-07-08|4C51-37-20190708@191336-R_Astrodon_2018.fts|4C51-37|17 40 37.00|+52 11 43.0|265.15416666666664|52.195277777777775|976.9267840780047|1211.7678368008349|R_Astrodon_2018|2458673.301122685|180.0|21.0820363107|3.32658973932|30.109|2.01132251679
10|2019-07-08|CTA102-20190708@193314-R_Astrodon_2018.fts|CTA102|22 32 36.40|+11 43 51.0|338.15166666666664|11.730833333333333|955.5307296239451|1088.8018717152597|R_Astrodon_2018|2458673.314814815|180.0|20.9313183139|2.39175848961|78.0199|1.02220776582
11|2019-07-08|CTA102-20190708@193634-R_Astrodon_2018.fts|CTA102|22 32 36.40|+11 43 51.0|338.15166666666664|11.730833333333333|957.2599143516874|1088.024298335903|R_Astrodon_2018|2458673.317071759|180.0|20.9050084703|2.2639436841|77.8412|1.0230127362
12|2019-07-08|ES2344+514-20190708@200752-R_Astrodon_2018.fts|ES2344+514|23 47 04.00|+51 42 18.0|356.76666666666665|51.705000000000005|1020.7392433477833|1024.733200542614|R_Astrodon_2018|2458673.3388541667|180.0|21.4994630807|2.60241547823|61.193|1.14107563559
13|2019-07-08|ES2344+514-20190708@201113-R_Astrodon_2018.fts|ES2344+514|23 47 04.00|+51 42 18.0|356.76666666666665|51.705000000000005|1020.0989210762848|1025.844240528509|R_Astrodon_2018|2458673.3411342595|180.0|21.4964000202|2.62768529654|61.3116|1.13987638002
14|2019-07-08|L-Lacertae-20190708@192508-R_Astrodon_2018.fts|L-Lacertae|22 02 43.30|+42 16 40.0|330.68041666666664|42.27777777777778|1001.7835801444983|1023.1924784149851|R_Astrodon_2018|2458673.3091782406|180.0|21.2112592897|2.34686127901|70.0622|1.06530901974
15|2019-07-08|L-Lacertae-20190708@192828-R_Astrodon_2018.fts|L-Lacertae|22 02 43.30|+42 16 40.0|330.68041666666664|42.27777777777778|1002.1588431042939|1023.6793519862744|R_Astrodon_2018|2458673.3114467594|180.0|21.2194789429|2.39954861403|69.8264|1.06702240753
16|2019-07-08|PKS2155-304-20190708@195814-R_Astrodon_2018.fts|PKS2155-304|21 58 52.00|-30 13 32.0|329.7166666666666|-30.225555555555555|957.7251392489851|1197.6729488396525|R_Astrodon_2018|2458673.332175926|180.0|20.5635613098|3.0488406539|33.818|1.7934651331
17|2019-07-08|PKS2155-304-20190708@200134-R_Astrodon_2018.fts|PKS2155-304|21 58 52.00|-30 13 32.0|329.7166666666666|-30.225555555555555|959.3752882107376|1197.0191061842008|R_Astrodon_2018|2458673.33443287|180.0|20.5103017735|2.90231355429|33.5829|1.80480784659
18|2019-07-11|3C273-20190711@132037-R_Astrodon_2018.fts|3C273|12 29 06.70|+02 03 09.0|187.27791666666664|2.0524999999999998|985.6681802061481|1057.4228054467155|R_Astrodon_2018|2458676.0559953703|180.0|20.5237057242|2.74249049425|25.5662|2.35062029138
19|2019-07-11|3C273-20190711@132351-R_Astrodon_2018.fts|3C273|12 29 06.70|+02 03 09.0|187.27791666666664|2.0524999999999998|986.429935109931|1055.3834237088408|R_Astrodon_2018|2458676.0582407406|180.0|20.4467319804|3.06289186478|24.8325|2.41725279927
20|2019-07-11|3C279-20190711@132848-R_Astrodon_2018.fts|3C279|12 56 11.10|-05 47 22.0|194.04624999999996|-5.789444444444444|1020.5584623050698|1027.9530992667896|R_Astrodon_2018|2458676.061724537|180.0|20.2102096886|2.65567479134|26.1321|2.30156902212
21|2019-07-11|3C279-20190711@133207-R_Astrodon_2018.fts|3C279|12 56 11.10|-05 47 22.0|194.04624999999996|-5.789444444444444|1021.7517060654097|1029.6463830474718|R_Astrodon_2018|2458676.0639814814|180.0|20.1510607725|2.72628102303|25.4271|2.36178902276
22|2019-07-11|3C345-20190711@135947-R_Astrodon_2018.fts|3C345|16 42 58.80|+39 48 37.0|250.74499999999995|39.81027777777778|1028.5631521372102|1016.7239667485981|R_Astrodon_2018|2458676.0831944444|180.0|20.5715678501|2.39353015423|71.8775|1.05328434499
23|2019-07-11|3C345-20190711@140302-R_Astrodon_2018.fts|3C345|16 42 58.80|+39 48 37.0|250.74499999999995|39.81027777777778|1028.9914211400724|1016.9524259424696|R_Astrodon_2018|2458676.0854513887|180.0|20.615235726|2.38053268194|71.5697|1.05528742202
24|2019-07-11|3C371-20190711@143458-R_Astrodon_2018.fts|3C371|18 06 50.70|+69 49 28.0|271.71124999999995|69.82444444444444|1022.8013459276493|1028.159134092564|R_Astrodon_2018|2458676.1077083335|180.0|21.1989222121|2.74310849905|43.6133|1.44766596813
25|2019-07-11|3C371-20190711@145111-R_Astrodon_2018.fts|3C371|18 06 50.70|+69 49 28.0|271.71124999999995|69.82444444444444|1020.9847789171948|1023.5501031078895|R_Astrodon_2018|2458676.118935185|180.0|20.4171356643|2.73464957476|43.6386|1.44766339132
26|2019-07-11|4C29-45-20190711@130527-R_Astrodon_2018.fts|4C29-45|11 59 31.80|+29 14 44.0|179.88249999999996|29.245555555555555|1673.2208818078707|1031.3415278733837|R_Astrodon_2018|2458676.0455324072|180.0|20.7691965114|2.6634755969|30.8771|1.9698843221
27|2019-07-11|4C29-45-20190711@130908-R_Astrodon_2018.fts|4C29-45|11 59 31.80|+29 14 44.0|179.88249999999996|29.245555555555555|1025.1190939297587|1025.0021429474414|R_Astrodon_2018|2458676.048009259|180.0|21.0588805812|2.82332226038|30.1127|2.0141051118
28|2019-07-11|4C38-41-20190711@135301-R_Astrodon_2018.fts|4C38-41|16 35 15.50|+38 08 04.0|248.81458333333327|38.13444444444444|1025.8436584224553|1017.2005197344298|R_Astrodon_2018|2458676.07849537|180.0|20.6118761737|2.54455571175|73.2378|1.04552366348
29|2019-07-11|4C38-41-20190711@135616-R_Astrodon_2018.fts|4C38-41|16 35 15.50|+38 08 04.0|248.81458333333327|38.13444444444444|1026.2710408116618|1017.3158697810627|R_Astrodon_2018|2458676.0807407405|180.0|20.7450463641|2.50360553265|72.8922|1.04758097676
30|2019-07-11|4C51-37-20190711@142540-R_Astrodon_2018.fts|4C51-37|17 40 37.00|+52 11 43.0|265.15416666666664|52.195277777777775|1021.2616507412678|1023.2132687010771|R_Astrodon_2018|2458676.101238426|180.0|21.4160447369|2.55058995485|61.254|1.14036282196
31|2019-07-11|4C51-37-20190711@142901-R_Astrodon_2018.fts|4C51-37|17 40 37.00|+52 11 43.0|265.15416666666664|52.195277777777775|1021.067135388176|1022.147294070027|R_Astrodon_2018|2458676.103483796|180.0|21.4358897118|2.40718948841|61.2245|1.14080820134
32|2019-07-11|CTA102-20190711@150510-R_Astrodon_2018.fts|CTA102|22 32 36.40|+11 43 51.0|338.15166666666664|11.730833333333333|1056.9639256458033|1042.725919377009|R_Astrodon_2018|2458676.1286689816|180.0|18.6928707938|2.87394592762|30.4312|1.9377519179
33|2019-07-11|CTA102-20190711@150831-R_Astrodon_2018.fts|CTA102|22 32 36.40|+11 43 51.0|338.15166666666664|11.730833333333333|1057.306706211182|1041.3083633206052|R_Astrodon_2018|2458676.130914352|180.0|19.5783516594|2.84280518293|31.1747|1.89690867031
34|2019-07-11|DA406-20190711@134457-R_Astrodon_2018.fts|DA406|16 13 41.00|+34 12 48.0|243.42083333333326|34.21333333333334|1104.6699488019078|828.0916974164281|R_Astrodon_2018|2458676.072951389|180.0|20.7016001535|2.60619167089|74.4347|1.03987609505
35|2019-07-11|DA406-20190711@134818-R_Astrodon_2018.fts|DA406|16 13 41.00|+34 12 48.0|243.42083333333326|34.21333333333334|1104.2283977948111|828.5676043949205|R_Astrodon_2018|2458676.0752083333|180.0|20.7311230497|2.51544116735|73.9131|1.04272274199
36|2019-07-11|KS1510-08-20190711@133708-R_Astrodon_2018.fts|KS1510-08|15 12 50.50|-09 06 00.0|228.21041666666665|-9.1|1015.6094507657947|912.8438463775639|R_Astrodon_2018|2458676.0675462964|180.0|-9999|-9999|48.5887|1.33983020319
37|2019-07-11|KS1510-08-20190711@134030-R_Astrodon_2018.fts|KS1510-08|15 12 50.50|-09 06 00.0|228.21041666666665|-9.1|228.21041666666665|-9.1|R_Astrodon_2018|2458676.0698032407|180.0|-9999|-9999|48.0922|1.35047789068
38|2019-07-11|L-Lacertae-20190711@145646-R_Astrodon_2018.fts|L-Lacertae|22 02 43.30|+42 16 40.0|330.68041666666664|42.27777777777778|1022.2694427467642|1023.5277704578332|R_Astrodon_2018|2458676.1228356482|180.0|20.4369724411|2.8496314168|40.0874|1.5371583542
39|2019-07-11|L-Lacertae-20190711@150007-R_Astrodon_2018.fts|L-Lacertae|22 02 43.30|+42 16 40.0|330.68041666666664|42.27777777777778|1022.0743005705049|1022.080473993727|R_Astrodon_2018|2458676.1250925926|180.0|20.4809375483|2.71619507074|40.6888|1.51861135168
40|2019-07-11|Mkn501-20190711@140635-R_Astrodon_2018.fts|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.76027777777778|1028.1765418041077|1016.3237517327506|R_Astrodon_2018|2458676.0879166666|180.0|21.1186597744|2.42535227537|72.2772|1.05078840191
41|2019-07-11|Mkn501-20190711@140949-R_Astrodon_2018.fts|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.76027777777778|1028.509732476806|1016.3751955628627|R_Astrodon_2018|2458676.090162037|180.0|21.2128762486|2.38535983562|71.9967|1.05259106344
42|2019-07-11|ON231-20190711@131328-R_Astrodon_2018.fts|ON231|12 21 31.70|+28 13 59.0|185.3820833333333|28.233055555555556|1022.9409123458435|1025.9528468765902|R_Astrodon_2018|2458676.051099537|180.0|20.8769947185|2.83187775612|33.6874|1.8215124284
43|2019-07-11|ON231-20190711@131649-R_Astrodon_2018.fts|ON231|12 21 31.70|+28 13 59.0|185.3820833333333|28.233055555555556|1022.7332044208649|1029.2783743893494|R_Astrodon_2018|2458676.0533449072|180.0|20.8198733352|2.86776667833|32.986|1.85647140548
44|2019-07-12|3C279-20190712@132732-R_Astrodon_2018.fts|3C279|12 56 11.10|-05 47 22.0|194.04624999999996|-5.789444444444444|981.3357985334801|1004.3168820942249|R_Astrodon_2018|2458677.060798611|180.0|21.1360124243|3.02344857454|25.5686|2.34875610504
