ID|DateObs|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
1|2019-08-22|3C345-20190822@130653-R_Astrodon_2018.fts|3C345|16 42 58.80|+39 48 37.0|250.74499999999995|39.81027777777778|R_Astrodon_2018|2458718.0464583333|180.0|20.9351514111|3.6039441824|54.5554|1.23363896046
2|2019-08-22|3C345-20190822@131008-R_Astrodon_2018.fts|3C345|16 42 58.80|+39 48 37.0|250.74499999999995|39.81027777777778|R_Astrodon_2018|2458718.0487152776|180.0|20.9526764397|3.42848516703|53.9529|1.24321266196
3|2019-08-22|3C371-20190822@132810-R_Astrodon_2018.fts|3C371|18 06 50.70|+69 49 28.0|271.71124999999995|69.82444444444444|R_Astrodon_2018|2458718.0613078703|180.0|21.4930162415|3.13372393847|41.878|1.49978515491
4|2019-08-22|3C371-20190822@133133-R_Astrodon_2018.fts|3C371|18 06 50.70|+69 49 28.0|271.71124999999995|69.82444444444444|R_Astrodon_2018|2458718.063587963|180.0|21.4869318532|3.24492835999|41.7459|1.50377190507
5|2019-08-22|4C38-41-20190822@130016-R_Astrodon_2018.fts|4C38-41|16 35 15.50|+38 08 04.0|248.81458333333327|38.13444444444444|R_Astrodon_2018|2458718.041851852|180.0|21.2745938074|3.08796057701|54.7827|1.23029976471
6|2019-08-22|4C38-41-20190822@130331-R_Astrodon_2018.fts|4C38-41|16 35 15.50|+38 08 04.0|248.81458333333327|38.13444444444444|R_Astrodon_2018|2458718.0441203704|180.0|21.2306984172|3.34918512106|54.1556|1.24021355988
7|2019-08-22|4C51-37-20190822@132047-R_Astrodon_2018.fts|4C51-37|17 40 37.00|+52 11 43.0|265.15416666666664|52.195277777777775|R_Astrodon_2018|2458718.05619213|180.0|21.5943595807|3.17761133909|54.8642|1.22652461844
8|2019-08-22|4C51-37-20190822@132410-R_Astrodon_2018.fts|4C51-37|17 40 37.00|+52 11 43.0|265.15416666666664|52.195277777777775|R_Astrodon_2018|2458718.058449074|180.0|21.6053611024|2.83592778444|54.5054|1.2321608418
9|2019-08-22|DA406-20190822@125330-R_Astrodon_2018.fts|DA406|16 13 41.00|+34 12 48.0|243.42083333333326|34.21333333333334|R_Astrodon_2018|2458718.0372337964|180.0|21.4031277819|3.45448400974|52.4565|1.26919001568
10|2019-08-22|DA406-20190822@125653-R_Astrodon_2018.fts|DA406|16 13 41.00|+34 12 48.0|243.42083333333326|34.21333333333334|R_Astrodon_2018|2458718.0395023148|180.0|21.4063025258|3.3212190032|51.7821|1.28111265858
11|2019-08-22|KS1510-08-20190822@124554-R_Astrodon_2018.fts|KS1510-08|15 12 50.50|-09 06 00.0|228.21041666666665|-9.1|R_Astrodon_2018|2458718.0319675924|180.0|21.1222147881|3.05681511164|27.4027|2.19657573958
12|2019-08-22|KS1510-08-20190822@124917-R_Astrodon_2018.fts|KS1510-08|15 12 50.50|-09 06 00.0|228.21041666666665|-9.1|R_Astrodon_2018|2458718.034224537|180.0|21.097916469|3.17733098269|26.7229|2.24904420334
13|2019-08-22|Mkn501-20190822@131329-R_Astrodon_2018.fts|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.76027777777778|R_Astrodon_2018|2458718.0510300924|180.0|21.4508821821|3.18072785139|55.3594|1.22142348736
14|2019-08-22|Mkn501-20190822@131644-R_Astrodon_2018.fts|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.76027777777778|R_Astrodon_2018|2458718.053298611|180.0|21.4448423342|3.35235551596|54.7562|1.23057659706
