ID|DateObs|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
1|2019-09-02|3C454-3-20190902@193611-R_Astrodon_2018.fts|3C454-3|22 53 57.70|+16 08 54.0|343.49041666666665|16.148333333333333|976.1539748474497|884.0330714864431|R_Astrodon_2018|2458729.316851852|180.0|20.6661766771|3.21965068579|39.7634|1.57704823619
2|2019-09-02|3C454-3-20190902@204105-R_Astrodon_2018.fts|3C454-3|22 53 57.70|+16 08 54.0|343.49041666666665|16.148333333333333|1006.2384823521007|947.6753482063737|R_Astrodon_2018|2458729.3619212965|180.0|19.6993933607|4.52038230896|24.8985|2.40499959866
3|2019-09-02|3C66A-20190902@195127-R_Astrodon_2018.fts|3C66A|02 22 39.60|+43 02 08.0|35.665|43.035555555555554|1004.5325285554977|940.9302824221452|R_Astrodon_2018|2458729.3274652776|180.0|21.6888892301|2.82694513798|70.0396|1.06491351574
4|2019-09-02|3C66A-20190902@195448-R_Astrodon_2018.fts|3C66A|02 22 39.60|+43 02 08.0|35.665|43.035555555555554|1004.3599527953521|940.9962955446657|R_Astrodon_2018|2458729.3297337964|180.0|21.6707091387|2.86593208313|69.8949|1.0659908433
5|2019-09-02|4C71-07-20190902@202305-R_Astrodon_2018.fts|4C71-07|08 41 24.30|+70 53 42.0|130.35125|70.89500000000001|1010.2336223593636|1124.421633325267|R_Astrodon_2018|2458729.3494328703|180.0|21.2523045127|5.48606545925|24.7189|2.36970908447
6|2019-09-02|AO0235+16-20190902@195926-R_Astrodon_2018.fts|AO0235+16|02 38 38.90|+16 36 59.0|39.66208333333333|16.616388888888892|965.2306934001009|1071.9485133549244|R_Astrodon_2018|2458729.3330208333|180.0|21.7194129212|3.43395611048|82.6682|1.0084336212
7|2019-09-02|AO0235+16-20190902@200248-R_Astrodon_2018.fts|AO0235+16|02 38 38.90|+16 36 59.0|39.66208333333333|16.616388888888892|965.9773788774387|1071.2005014335243|R_Astrodon_2018|2458729.3352777776|180.0|21.7135935441|3.36820743084|82.3627|1.00925156447
8|2019-09-02|CTA102-20190902@191954-R_Astrodon_2018.fts|CTA102|22 32 36.40|+11 43 51.0|338.15166666666664|11.730833333333333|338.15166666666664|11.730833333333333|R_Astrodon_2018|2458729.3055439815|180.0|-9999|-9999|37.1687|1.66932554672
9|2019-09-02|CTA102-20190902@192316-R_Astrodon_2018.fts|CTA102|22 32 36.40|+11 43 51.0|338.15166666666664|11.730833333333333|338.15166666666664|11.730833333333333|R_Astrodon_2018|2458729.3078240743|180.0|-9999|-9999|36.4146|1.69962668522
10|2019-09-02|ES2344+514-20190902@194346-R_Astrodon_2018.fts|ES2344+514|23 47 04.00|+51 42 18.0|356.76666666666665|51.705000000000005|1090.7577220589817|981.2601851080051|R_Astrodon_2018|2458729.3221296296|180.0|21.6849802938|3.36979584694|47.4511|1.36363611195
11|2019-09-02|ES2344+514-20190902@194707-R_Astrodon_2018.fts|ES2344+514|23 47 04.00|+51 42 18.0|356.76666666666665|51.705000000000005|1089.9194169818427|983.7909643009766|R_Astrodon_2018|2458729.324386574|180.0|21.6693143483|3.32019064426|46.9935|1.37390883226
