ID|DateObs|TimeObs|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
1|2020-04-04|16:48:52|3C273-20200404@164848-R_Astrodon_2018_calib.fits|3C273|12 29 06.70|+02 03 09.0|187.2779|2.0525|973.0524|1084.2587|R_Astrodon_2018|2458944.200601852|180.0|20.9276|2.7510|61.5899|1.1409
2|2020-04-04|16:52:07|3C273-20200404@165206-R_Astrodon_2018_calib.fits|3C273|12 29 06.70|+02 03 09.0|187.2779|2.0525|974.3096|1084.3896|R_Astrodon_2018|2458944.2028587963|180.0|21.0016|2.5947|61.0657|1.1468
3|2020-04-04|16:56:13|3C279-20200404@165609-R_Astrodon_2018_calib.fits|3C279|12 56 11.10|-05 47 22.0|194.0462|-5.7894|1005.7175|1052.3157|R_Astrodon_2018|2458944.2057060185|180.0|20.9866|2.9416|57.5601|1.1885
4|2020-04-04|16:59:28|3C279-20200404@165928-R_Astrodon_2018_calib.fits|3C279|12 56 11.10|-05 47 22.0|194.0462|-5.7894|1006.6803|1051.5501|R_Astrodon_2018|2458944.207962963|180.0|21.0469|2.5920|57.2088|1.1934
5|2020-04-04|17:27:04|3C345-20200404@172703-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1019.0925|1035.5520|R_Astrodon_2018|2458944.22712963|180.0|20.6577|2.7269|56.6024|1.1910
6|2020-04-04|17:30:20|3C345-20200404@173019-R_Astrodon_2018_calib.fits|3C345|16 42 58.80|+39 48 37.0|250.7450|39.8103|1019.0702|1036.0540|R_Astrodon_2018|2458944.229398148|180.0|20.6801|2.7162|57.1964|1.1831
7|2020-04-04|17:48:47|3C371-20200404@174843-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1010.2620|1107.0034|R_Astrodon_2018|2458944.242210648|180.0|20.9544|3.1305|35.2107|1.7193
8|2020-04-04|17:52:03|3C371-20200404@175203-R_Astrodon_2018_calib.fits|3C371|18 06 50.70|+69 49 28.0|271.7112|69.8244|1010.4994|1108.2091|R_Astrodon_2018|2458944.244479167|180.0|20.9773|3.1925|35.4530|1.7093
9|2020-04-04|16:34:18|4C29-45-20200404@163414-R_Astrodon_2018_calib.fits|4C29-45|11 59 31.80|+29 14 44.0|179.8825|29.2456|1022.7717|1023.5748|R_Astrodon_2018|2458944.190486111|180.0|21.2590|2.7891|68.6213|1.0769
10|2020-04-04|16:37:33|4C29-45-20200404@163733-R_Astrodon_2018_calib.fits|4C29-45|11 59 31.80|+29 14 44.0|179.8825|29.2456|1023.4395|1024.0619|R_Astrodon_2018|2458944.1927430555|180.0|21.2446|2.7792|67.9210|1.0827
11|2020-04-04|17:20:14|4C38-41-20200404@172014-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1020.2476|1032.0331|R_Astrodon_2018|2458944.222384259|180.0|20.9768|2.6129|57.2727|1.1820
12|2020-04-04|17:23:30|4C38-41-20200404@172330-R_Astrodon_2018_calib.fits|4C38-41|16 35 15.50|+38 08 04.0|248.8146|38.1344|1020.2487|1032.3894|R_Astrodon_2018|2458944.224652778|180.0|20.9340|2.8089|57.8888|1.1740
13|2020-04-04|17:41:18|4C51-37-20200404@174114-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1013.1486|1073.6741|R_Astrodon_2018|2458944.237013889|180.0|21.1975|3.0225|45.1584|1.3992
14|2020-04-04|17:44:34|4C51-37-20200404@174434-R_Astrodon_2018_calib.fits|4C51-37|17 40 37.00|+52 11 43.0|265.1542|52.1953|1013.3118|1073.8789|R_Astrodon_2018|2458944.2392824073|180.0|21.1709|3.2237|45.6224|1.3882
15|2020-04-04|15:21:47|4C71-07-20200404@152143-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1086.7104|1071.6272|R_Astrodon_2018|2458944.1401273147|180.0|21.2455|2.6119|33.4493|1.8120
16|2020-04-04|15:25:03|4C71-07-20200404@152503-R_Astrodon_2018_calib.fits|4C71-07|08 41 24.30|+70 53 42.0|130.3512|70.8950|1086.5091|1071.7891|R_Astrodon_2018|2458944.1423958335|180.0|21.2500|2.6040|33.2090|1.8237
17|2020-04-04|17:13:25|DA406-20200404@171321-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|971.7001|1016.5434|R_Astrodon_2018|2458944.217650463|180.0|21.1356|2.6233|61.1720|1.1358
18|2020-04-04|17:16:41|DA406-20200404@171641-R_Astrodon_2018_calib.fits|DA406|16 13 41.00|+34 12 48.0|243.4208|34.2133|971.6378|1017.1437|R_Astrodon_2018|2458944.2199189817|180.0|21.1301|2.6180|61.8289|1.1289
19|2020-04-04|17:05:43|KS1510-08-20200404@170539-R_Astrodon_2018_calib.fits|KS1510-08|15 12 50.50|-09 06 00.0|228.2104|-9.1000|1020.6746|1024.0615|R_Astrodon_2018|2458944.212303241|180.0|20.9157|2.6488|53.2397|1.2448
20|2020-04-04|17:08:59|KS1510-08-20200404@170858-R_Astrodon_2018_calib.fits|KS1510-08|15 12 50.50|-09 06 00.0|228.2104|-9.1000|1020.5160|1025.3795|R_Astrodon_2018|2458944.214571759|180.0|20.9323|2.6252|53.6040|1.2391
21|2020-04-04|15:36:21|Mkn421-20200404@153617-R_Astrodon_2018_calib.fits|Mkn421|11 04 27.30|+38 12 32.0|166.1137|38.2089|1019.5375|955.2276|R_Astrodon_2018|2458944.1502430555|180.0|21.2146|3.2677|65.9752|1.0971
22|2020-04-04|15:39:37|Mkn421-20200404@153937-R_Astrodon_2018_calib.fits|Mkn421|11 04 27.30|+38 12 32.0|166.1137|38.2089|1020.3627|954.9654|R_Astrodon_2018|2458944.152511574|180.0|21.1895|3.1307|65.4224|1.1021
23|2020-04-04|17:33:53|Mkn501-20200404@173353-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1020.3110|1035.7592|R_Astrodon_2018|2458944.231863426|180.0|21.1271|2.8474|55.8784|1.2009
24|2020-04-04|17:37:08|Mkn501-20200404@173708-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1020.0695|1036.2505|R_Astrodon_2018|2458944.2341203704|180.0|21.0855|3.1788|56.4736|1.1926
25|2020-04-04|15:09:42|OJ248-20200404@150938-R_Astrodon_2018_calib.fits|OJ248|08 30 52.10|+24 11 00.0|127.7171|24.1833|1054.2326|1005.1992|R_Astrodon_2018|2458944.131736111|180.0|20.7580|2.7491|40.9396|1.5378
26|2020-04-04|15:12:57|OJ248-20200404@151257-R_Astrodon_2018_calib.fits|OJ248|08 30 52.10|+24 11 00.0|127.7171|24.1833|1055.6225|1007.5351|R_Astrodon_2018|2458944.1339930557|180.0|20.7694|2.5896|40.2100|1.5614
27|2020-04-04|15:16:29|OJ287-20200404@151628-R_Astrodon_2018_calib.fits|OJ287|08 54 48.90|+20 06 31.0|133.7037|20.1086|1016.1536|1013.2971|R_Astrodon_2018|2458944.136446759|180.0|21.3303|2.6947|43.9592|1.4512
28|2020-04-04|14:54:07|OJ49-20200404@145402-R_Astrodon_2018_calib.fits|OJ49|08 31 48.90|+04 29 39.0|127.9537|4.4942|997.5910|1002.4072|R_Astrodon_2018|2458944.1209143517|180.0|20.6942|2.8277|38.3920|1.6251
29|2020-04-04|14:57:23|OJ49-20200404@145722-R_Astrodon_2018_calib.fits|OJ49|08 31 48.90|+04 29 39.0|127.9537|4.4942|999.8335|1003.4820|R_Astrodon_2018|2458944.1231828704|180.0|20.6600|2.8662|37.6612|1.6524
30|2020-04-04|16:41:21|ON231-20200404@164121-R_Astrodon_2018_calib.fits|ON231|12 21 31.70|+28 13 59.0|185.3821|28.2331|1017.6813|1022.9650|R_Astrodon_2018|2458944.1953819445|180.0|21.1292|3.0218|72.0243|1.0538
